race_id,driver_id,actual_winner,simulator_win_prob,predicted_grid_position,driver_overtake_skill,team_reliability,safety_car_prob_track
2024_05,verstappen,1,0.099,,0.5,0.8,0.4
2024_05,perez,0,0.117,,0.5,0.8,0.4
2024_05,hamilton,0,0.091,,0.5,0.8,0.4
2024_05,russell,0,0.128,,0.5,0.8,0.4
2024_05,leclerc,0,0.093,,0.5,0.8,0.4
2024_05,sainz,0,0.079,,0.5,0.8,0.4
2024_05,norris,0,0.1,,0.5,0.8,0.4
2024_05,piastri,0,0.084,,0.5,0.8,0.4
2024_05,alonso,0,0.108,,0.5,0.8,0.4
2024_05,stroll,0,0.101,,0.5,0.8,0.4
2024_05,verstappen,0,0.099,,0.5,0.8,0.4
2024_05,perez,0,0.117,,0.5,0.8,0.4
2024_05,hamilton,0,0.091,,0.5,0.8,0.4
2024_05,russell,0,0.128,,0.5,0.8,0.4
2024_05,leclerc,0,0.093,,0.5,0.8,0.4
2024_05,sainz,0,0.079,,0.5,0.8,0.4
2024_05,norris,0,0.1,,0.5,0.8,0.4
2024_05,piastri,0,0.084,,0.5,0.8,0.4
2024_05,alonso,0,0.108,,0.5,0.8,0.4
2024_05,stroll,1,0.101,,0.5,0.8,0.4
2024_05,verstappen,0,0.099,9.0,0.5,0.8,0.4
2024_05,perez,0,0.117,2.0,0.5,0.8,0.4
2024_05,hamilton,0,0.091,4.0,0.5,0.8,0.4
2024_05,russell,0,0.128,1.0,0.5,0.8,0.4
2024_05,leclerc,0,0.093,7.0,0.5,0.8,0.4
2024_05,sainz,1,0.079,6.0,0.5,0.8,0.4
2024_05,norris,0,0.1,5.0,0.5,0.8,0.4
2024_05,piastri,0,0.084,3.0,0.5,0.8,0.4
2024_05,alonso,0,0.108,4.916666666666667,0.5,0.8,0.4
2024_05,stroll,0,0.101,4.916666666666667,0.5,0.8,0.4
2024_06,verstappen,0,0.083,,0.5,0.8,0.4
2024_06,perez,0,0.097,,0.5,0.8,0.4
2024_06,hamilton,0,0.089,,0.5,0.8,0.4
2024_06,russell,0,0.119,,0.5,0.8,0.4
2024_06,leclerc,0,0.107,,0.5,0.8,0.4
2024_06,sainz,0,0.126,,0.5,0.8,0.4
2024_06,norris,0,0.084,,0.5,0.8,0.4
2024_06,piastri,1,0.097,,0.5,0.8,0.4
2024_06,alonso,0,0.109,,0.5,0.8,0.4
2024_06,stroll,0,0.089,,0.5,0.8,0.4
2024_06,verstappen,0,0.083,,0.5,0.8,0.4
2024_06,perez,0,0.097,,0.5,0.8,0.4
2024_06,hamilton,1,0.089,,0.5,0.8,0.4
2024_06,russell,0,0.119,,0.5,0.8,0.4
2024_06,leclerc,0,0.107,,0.5,0.8,0.4
2024_06,sainz,0,0.126,,0.5,0.8,0.4
2024_06,norris,0,0.084,,0.5,0.8,0.4
2024_06,piastri,0,0.097,,0.5,0.8,0.4
2024_06,alonso,0,0.109,,0.5,0.8,0.4
2024_06,stroll,0,0.089,,0.5,0.8,0.4
2024_06,verstappen,0,0.083,5.0,0.5,0.8,0.4
2024_06,perez,0,0.097,6.0,0.5,0.8,0.4
2024_06,hamilton,0,0.089,7.0,0.5,0.8,0.4
2024_06,russell,0,0.119,4.0,0.5,0.8,0.4
2024_06,leclerc,0,0.107,2.0,0.5,0.8,0.4
2024_06,sainz,0,0.126,1.0,0.5,0.8,0.4
2024_06,norris,0,0.084,8.0,0.5,0.8,0.4
2024_06,piastri,0,0.097,3.0,0.5,0.8,0.4
2024_06,alonso,1,0.109,4.916666666666667,0.5,0.8,0.4
2024_06,stroll,0,0.089,4.916666666666667,0.5,0.8,0.4
2024_07,verstappen,1,0.08,,0.5,0.8,0.4
2024_07,perez,0,0.124,,0.5,0.8,0.4
2024_07,hamilton,0,0.104,,0.5,0.8,0.4
2024_07,russell,0,0.097,,0.5,0.8,0.4
2024_07,leclerc,0,0.099,,0.5,0.8,0.4
2024_07,sainz,0,0.111,,0.5,0.8,0.4
2024_07,norris,0,0.106,,0.5,0.8,0.4
2024_07,piastri,0,0.087,,0.5,0.8,0.4
2024_07,alonso,0,0.088,,0.5,0.8,0.4
2024_07,stroll,0,0.104,,0.5,0.8,0.4
2024_07,verstappen,0,0.08,,0.5,0.8,0.4
2024_07,perez,0,0.124,,0.5,0.8,0.4
2024_07,hamilton,0,0.104,,0.5,0.8,0.4
2024_07,russell,0,0.097,,0.5,0.8,0.4
2024_07,leclerc,1,0.099,,0.5,0.8,0.4
2024_07,sainz,0,0.111,,0.5,0.8,0.4
2024_07,norris,0,0.106,,0.5,0.8,0.4
2024_07,piastri,0,0.087,,0.5,0.8,0.4
2024_07,alonso,0,0.088,,0.5,0.8,0.4
2024_07,stroll,0,0.104,,0.5,0.8,0.4
2024_07,verstappen,0,0.08,8.0,0.5,0.8,0.4
2024_07,perez,0,0.124,1.0,0.5,0.8,0.4
2024_07,hamilton,0,0.104,3.0,0.5,0.8,0.4
2024_07,russell,0,0.097,7.0,0.5,0.8,0.4
2024_07,leclerc,0,0.099,2.0,0.5,0.8,0.4
2024_07,sainz,0,0.111,4.0,0.5,0.8,0.4
2024_07,norris,1,0.106,6.0,0.5,0.8,0.4
2024_07,piastri,0,0.087,5.0,0.5,0.8,0.4
2024_07,alonso,0,0.088,4.916666666666667,0.5,0.8,0.4
2024_07,stroll,0,0.104,4.916666666666667,0.5,0.8,0.4
2024_08,verstappen,0,0.094,,0.5,0.8,0.8
2024_08,perez,0,0.104,,0.5,0.8,0.8
2024_08,hamilton,0,0.103,,0.5,0.8,0.8
2024_08,russell,1,0.086,,0.5,0.8,0.8
2024_08,leclerc,0,0.113,,0.5,0.8,0.8
2024_08,sainz,0,0.114,,0.5,0.8,0.8
2024_08,norris,0,0.114,,0.5,0.8,0.8
2024_08,piastri,0,0.091,,0.5,0.8,0.8
2024_08,alonso,0,0.098,,0.5,0.8,0.8
2024_08,stroll,0,0.083,,0.5,0.8,0.8
2024_08,verstappen,0,0.094,,0.5,0.8,0.8
2024_08,perez,0,0.104,,0.5,0.8,0.8
2024_08,hamilton,0,0.103,,0.5,0.8,0.8
2024_08,russell,1,0.086,,0.5,0.8,0.8
2024_08,leclerc,0,0.113,,0.5,0.8,0.8
2024_08,sainz,0,0.114,,0.5,0.8,0.8
2024_08,norris,0,0.114,,0.5,0.8,0.8
2024_08,piastri,0,0.091,,0.5,0.8,0.8
2024_08,alonso,0,0.098,,0.5,0.8,0.8
2024_08,stroll,0,0.083,,0.5,0.8,0.8
2024_08,verstappen,1,0.094,7.0,0.5,0.8,0.8
2024_08,perez,0,0.104,9.0,0.5,0.8,0.8
2024_08,hamilton,0,0.103,4.0,0.5,0.8,0.8
2024_08,russell,0,0.086,10.0,0.5,0.8,0.8
2024_08,leclerc,0,0.113,3.0,0.5,0.8,0.8
2024_08,sainz,0,0.114,2.0,0.5,0.8,0.8
2024_08,norris,0,0.114,1.0,0.5,0.8,0.8
2024_08,piastri,0,0.091,6.0,0.5,0.8,0.8
2024_08,alonso,0,0.098,4.916666666666667,0.5,0.8,0.8
2024_08,stroll,0,0.083,4.916666666666667,0.5,0.8,0.8
2024_09,verstappen,0,0.09,,0.5,0.8,0.4
2024_09,perez,0,0.106,,0.5,0.8,0.4
2024_09,hamilton,0,0.107,,0.5,0.8,0.4
2024_09,russell,0,0.112,,0.5,0.8,0.4
2024_09,leclerc,1,0.098,,0.5,0.8,0.4
2024_09,sainz,0,0.111,,0.5,0.8,0.4
2024_09,norris,0,0.08,,0.5,0.8,0.4
2024_09,piastri,0,0.101,,0.5,0.8,0.4
2024_09,alonso,0,0.101,,0.5,0.8,0.4
2024_09,stroll,0,0.094,,0.5,0.8,0.4
2024_09,verstappen,0,0.09,,0.5,0.8,0.4
2024_09,perez,0,0.106,,0.5,0.8,0.4
2024_09,hamilton,0,0.107,,0.5,0.8,0.4
2024_09,russell,0,0.112,,0.5,0.8,0.4
2024_09,leclerc,0,0.098,,0.5,0.8,0.4
2024_09,sainz,0,0.111,,0.5,0.8,0.4
2024_09,norris,0,0.08,,0.5,0.8,0.4
2024_09,piastri,0,0.101,,0.5,0.8,0.4
2024_09,alonso,0,0.101,,0.5,0.8,0.4
2024_09,stroll,1,0.094,,0.5,0.8,0.4
2024_09,verstappen,0,0.09,6.0,0.5,0.8,0.4
2024_09,perez,0,0.106,1.0,0.5,0.8,0.4
2024_09,hamilton,0,0.107,9.0,0.5,0.8,0.4
2024_09,russell,0,0.112,3.0,0.5,0.8,0.4
2024_09,leclerc,0,0.098,2.0,0.5,0.8,0.4
2024_09,sainz,0,0.111,5.0,0.5,0.8,0.4
2024_09,norris,0,0.08,8.0,0.5,0.8,0.4
2024_09,piastri,0,0.101,4.0,0.5,0.8,0.4
2024_09,alonso,0,0.101,4.916666666666667,0.5,0.8,0.4
2024_09,stroll,1,0.094,4.916666666666667,0.5,0.8,0.4
2024_10,verstappen,0,0.086,,0.5,0.8,0.4
2024_10,perez,0,0.096,,0.5,0.8,0.4
2024_10,hamilton,0,0.091,,0.5,0.8,0.4
2024_10,russell,0,0.113,,0.5,0.8,0.4
2024_10,leclerc,0,0.123,,0.5,0.8,0.4
2024_10,sainz,0,0.101,,0.5,0.8,0.4
2024_10,norris,0,0.105,,0.5,0.8,0.4
2024_10,piastri,0,0.081,,0.5,0.8,0.4
2024_10,alonso,1,0.112,,0.5,0.8,0.4
2024_10,stroll,0,0.092,,0.5,0.8,0.4
2024_10,verstappen,0,0.086,,0.5,0.8,0.4
2024_10,perez,0,0.096,,0.5,0.8,0.4
2024_10,hamilton,0,0.091,,0.5,0.8,0.4
2024_10,russell,0,0.113,,0.5,0.8,0.4
2024_10,leclerc,0,0.123,,0.5,0.8,0.4
2024_10,sainz,0,0.101,,0.5,0.8,0.4
2024_10,norris,0,0.105,,0.5,0.8,0.4
2024_10,piastri,0,0.081,,0.5,0.8,0.4
2024_10,alonso,0,0.112,,0.5,0.8,0.4
2024_10,stroll,1,0.092,,0.5,0.8,0.4
2024_10,verstappen,0,0.086,3.0,0.5,0.8,0.4
2024_10,perez,0,0.096,9.0,0.5,0.8,0.4
2024_10,hamilton,0,0.091,8.0,0.5,0.8,0.4
2024_10,russell,0,0.113,6.0,0.5,0.8,0.4
2024_10,leclerc,0,0.123,1.0,0.5,0.8,0.4
2024_10,sainz,0,0.101,2.0,0.5,0.8,0.4
2024_10,norris,0,0.105,5.0,0.5,0.8,0.4
2024_10,piastri,0,0.081,7.0,0.5,0.8,0.4
2024_10,alonso,0,0.112,4.916666666666667,0.5,0.8,0.4
2024_10,stroll,1,0.092,4.916666666666667,0.5,0.8,0.4
2024_11,verstappen,0,0.126,,0.5,0.8,0.4
2024_11,perez,0,0.129,,0.5,0.8,0.4
2024_11,hamilton,0,0.096,,0.5,0.8,0.4
2024_11,russell,0,0.092,,0.5,0.8,0.4
2024_11,leclerc,0,0.084,,0.5,0.8,0.4
2024_11,sainz,1,0.089,,0.5,0.8,0.4
2024_11,norris,0,0.1,,0.5,0.8,0.4
2024_11,piastri,0,0.091,,0.5,0.8,0.4
2024_11,alonso,0,0.097,,0.5,0.8,0.4
2024_11,stroll,0,0.096,,0.5,0.8,0.4
2024_11,verstappen,0,0.126,,0.5,0.8,0.4
2024_11,perez,0,0.129,,0.5,0.8,0.4
2024_11,hamilton,0,0.096,,0.5,0.8,0.4
2024_11,russell,0,0.092,,0.5,0.8,0.4
2024_11,leclerc,0,0.084,,0.5,0.8,0.4
2024_11,sainz,0,0.089,,0.5,0.8,0.4
2024_11,norris,0,0.1,,0.5,0.8,0.4
2024_11,piastri,1,0.091,,0.5,0.8,0.4
2024_11,alonso,0,0.097,,0.5,0.8,0.4
2024_11,stroll,0,0.096,,0.5,0.8,0.4
2024_11,verstappen,0,0.126,1.0,0.5,0.8,0.4
2024_11,perez,1,0.129,2.0,0.5,0.8,0.4
2024_11,hamilton,0,0.096,4.0,0.5,0.8,0.4
2024_11,russell,0,0.092,6.0,0.5,0.8,0.4
2024_11,leclerc,0,0.084,10.0,0.5,0.8,0.4
2024_11,sainz,0,0.089,3.0,0.5,0.8,0.4
2024_11,norris,0,0.1,5.0,0.5,0.8,0.4
2024_11,piastri,0,0.091,9.0,0.5,0.8,0.4
2024_11,alonso,0,0.097,4.916666666666667,0.5,0.8,0.4
2024_11,stroll,0,0.096,4.916666666666667,0.5,0.8,0.4
2024_12,verstappen,0,0.099,,0.5,0.8,0.4
2024_12,perez,0,0.122,,0.5,0.8,0.4
2024_12,hamilton,0,0.091,,0.5,0.8,0.4
2024_12,russell,1,0.106,,0.5,0.8,0.4
2024_12,leclerc,0,0.1,,0.5,0.8,0.4
2024_12,sainz,0,0.099,,0.5,0.8,0.4
2024_12,norris,0,0.093,,0.5,0.8,0.4
2024_12,piastri,0,0.115,,0.5,0.8,0.4
2024_12,alonso,0,0.091,,0.5,0.8,0.4
2024_12,stroll,0,0.084,,0.5,0.8,0.4
2024_12,verstappen,0,0.099,,0.5,0.8,0.4
2024_12,perez,0,0.122,,0.5,0.8,0.4
2024_12,hamilton,0,0.091,,0.5,0.8,0.4
2024_12,russell,1,0.106,,0.5,0.8,0.4
2024_12,leclerc,0,0.1,,0.5,0.8,0.4
2024_12,sainz,0,0.099,,0.5,0.8,0.4
2024_12,norris,0,0.093,,0.5,0.8,0.4
2024_12,piastri,0,0.115,,0.5,0.8,0.4
2024_12,alonso,0,0.091,,0.5,0.8,0.4
2024_12,stroll,0,0.084,,0.5,0.8,0.4
2024_12,verstappen,0,0.099,3.0,0.5,0.8,0.4
2024_12,perez,0,0.122,2.0,0.5,0.8,0.4
2024_12,hamilton,0,0.091,7.0,0.5,0.8,0.4
2024_12,russell,0,0.106,1.0,0.5,0.8,0.4
2024_12,leclerc,0,0.1,4.0,0.5,0.8,0.4
2024_12,sainz,0,0.099,6.0,0.5,0.8,0.4
2024_12,norris,0,0.093,8.0,0.5,0.8,0.4
2024_12,piastri,1,0.115,5.0,0.5,0.8,0.4
2024_12,alonso,0,0.091,4.916666666666667,0.5,0.8,0.4
2024_12,stroll,0,0.084,4.916666666666667,0.5,0.8,0.4
2024_13,verstappen,0,0.118,,0.5,0.8,0.4
2024_13,perez,1,0.087,,0.5,0.8,0.4
2024_13,hamilton,0,0.135,,0.5,0.8,0.4
2024_13,russell,0,0.106,,0.5,0.8,0.4
2024_13,leclerc,0,0.104,,0.5,0.8,0.4
2024_13,sainz,0,0.093,,0.5,0.8,0.4
2024_13,norris,0,0.09,,0.5,0.8,0.4
2024_13,piastri,0,0.092,,0.5,0.8,0.4
2024_13,alonso,0,0.098,,0.5,0.8,0.4
2024_13,stroll,0,0.077,,0.5,0.8,0.4
2024_13,verstappen,0,0.118,,0.5,0.8,0.4
2024_13,perez,0,0.087,,0.5,0.8,0.4
2024_13,hamilton,0,0.135,,0.5,0.8,0.4
2024_13,russell,0,0.106,,0.5,0.8,0.4
2024_13,leclerc,0,0.104,,0.5,0.8,0.4
2024_13,sainz,0,0.093,,0.5,0.8,0.4
2024_13,norris,1,0.09,,0.5,0.8,0.4
2024_13,piastri,0,0.092,,0.5,0.8,0.4
2024_13,alonso,0,0.098,,0.5,0.8,0.4
2024_13,stroll,0,0.077,,0.5,0.8,0.4
2024_13,verstappen,0,0.118,1.0,0.5,0.8,0.4
2024_13,perez,0,0.087,9.0,0.5,0.8,0.4
2024_13,hamilton,0,0.135,2.0,0.5,0.8,0.4
2024_13,russell,0,0.106,5.0,0.5,0.8,0.4
2024_13,leclerc,0,0.104,6.0,0.5,0.8,0.4
2024_13,sainz,0,0.093,7.0,0.5,0.8,0.4
2024_13,norris,1,0.09,4.0,0.5,0.8,0.4
2024_13,piastri,0,0.092,10.0,0.5,0.8,0.4
2024_13,alonso,0,0.098,4.916666666666667,0.5,0.8,0.4
2024_13,stroll,0,0.077,4.916666666666667,0.5,0.8,0.4
2024_14,verstappen,0,0.108,,0.5,0.8,0.4
2024_14,perez,0,0.104,,0.5,0.8,0.4
2024_14,hamilton,0,0.081,,0.5,0.8,0.4
2024_14,russell,0,0.115,,0.5,0.8,0.4
2024_14,leclerc,0,0.09,,0.5,0.8,0.4
2024_14,sainz,0,0.106,,0.5,0.8,0.4
2024_14,norris,0,0.085,,0.5,0.8,0.4
2024_14,piastri,1,0.101,,0.5,0.8,0.4
2024_14,alonso,0,0.114,,0.5,0.8,0.4
2024_14,stroll,0,0.096,,0.5,0.8,0.4
2024_14,verstappen,0,0.108,,0.5,0.8,0.4
2024_14,perez,0,0.104,,0.5,0.8,0.4
2024_14,hamilton,0,0.081,,0.5,0.8,0.4
2024_14,russell,0,0.115,,0.5,0.8,0.4
2024_14,leclerc,0,0.09,,0.5,0.8,0.4
2024_14,sainz,0,0.106,,0.5,0.8,0.4
2024_14,norris,0,0.085,,0.5,0.8,0.4
2024_14,piastri,0,0.101,,0.5,0.8,0.4
2024_14,alonso,0,0.114,,0.5,0.8,0.4
2024_14,stroll,1,0.096,,0.5,0.8,0.4
2024_14,verstappen,0,0.108,3.0,0.5,0.8,0.4
2024_14,perez,1,0.104,9.0,0.5,0.8,0.4
2024_14,hamilton,0,0.081,7.0,0.5,0.8,0.4
2024_14,russell,0,0.115,2.0,0.5,0.8,0.4
2024_14,leclerc,0,0.09,5.0,0.5,0.8,0.4
2024_14,sainz,0,0.106,1.0,0.5,0.8,0.4
2024_14,norris,0,0.085,10.0,0.5,0.8,0.4
2024_14,piastri,0,0.101,4.0,0.5,0.8,0.4
2024_14,alonso,0,0.114,4.916666666666667,0.5,0.8,0.4
2024_14,stroll,0,0.096,4.916666666666667,0.5,0.8,0.4
2024_15,verstappen,0,0.098,,0.5,0.8,0.4
2024_15,perez,0,0.091,,0.5,0.8,0.4
2024_15,hamilton,0,0.099,,0.5,0.8,0.4
2024_15,russell,1,0.134,,0.5,0.8,0.4
2024_15,leclerc,0,0.098,,0.5,0.8,0.4
2024_15,sainz,0,0.114,,0.5,0.8,0.4
2024_15,norris,0,0.098,,0.5,0.8,0.4
2024_15,piastri,0,0.077,,0.5,0.8,0.4
2024_15,alonso,0,0.091,,0.5,0.8,0.4
2024_15,stroll,0,0.1,,0.5,0.8,0.4
2024_15,verstappen,0,0.098,,0.5,0.8,0.4
2024_15,perez,0,0.091,,0.5,0.8,0.4
2024_15,hamilton,0,0.099,,0.5,0.8,0.4
2024_15,russell,0,0.134,,0.5,0.8,0.4
2024_15,leclerc,0,0.098,,0.5,0.8,0.4
2024_15,sainz,0,0.114,,0.5,0.8,0.4
2024_15,norris,0,0.098,,0.5,0.8,0.4
2024_15,piastri,0,0.077,,0.5,0.8,0.4
2024_15,alonso,0,0.091,,0.5,0.8,0.4
2024_15,stroll,1,0.1,,0.5,0.8,0.4
2024_15,verstappen,0,0.098,5.0,0.5,0.8,0.4
2024_15,perez,1,0.091,4.0,0.5,0.8,0.4
2024_15,hamilton,0,0.099,6.0,0.5,0.8,0.4
2024_15,russell,0,0.134,1.0,0.5,0.8,0.4
2024_15,leclerc,0,0.098,2.0,0.5,0.8,0.4
2024_15,sainz,0,0.114,3.0,0.5,0.8,0.4
2024_15,norris,0,0.098,7.0,0.5,0.8,0.4
2024_15,piastri,0,0.077,10.0,0.5,0.8,0.4
2024_15,alonso,0,0.091,4.916666666666667,0.5,0.8,0.4
2024_15,stroll,0,0.1,4.916666666666667,0.5,0.8,0.4
